문제 번호,문제 티어,문제 이름,전체 제출 케이스,정답 케이스,푼 사람 수,정답 비율,문제 링크
5557,Gold V,1학년,21015,9890,7765,47.175%,https://www.acmicpc.net/problem/5557
2631,Gold IV,줄세우기,14012,8993,7587,65.958%,https://www.acmicpc.net/problem/2631
15990,Silver II,"1, 2, 3 더하기 5",31029,10491,7435,31.081%,https://www.acmicpc.net/problem/15990
11060,Silver II,점프 점프,23249,8693,6848,36.608%,https://www.acmicpc.net/problem/11060
1495,Silver I,기타리스트,22054,8613,6753,38.606%,https://www.acmicpc.net/problem/1495
2533,Gold III,사회망 서비스(SNS),24727,9837,6710,37.699%,https://www.acmicpc.net/problem/2533
5582,Gold V,공통 부분 문자열,20359,8323,6527,42.493%,https://www.acmicpc.net/problem/5582
2302,Silver I,극장 좌석,19848,7791,6353,39.012%,https://www.acmicpc.net/problem/2302
2629,Gold III,양팔저울,25527,8721,6296,34.416%,https://www.acmicpc.net/problem/2629
2491,Silver IV,수열,21647,7621,6230,35.124%,https://www.acmicpc.net/problem/2491
13398,Gold V,연속합 2,26180,8054,6032,30.061%,https://www.acmicpc.net/problem/13398
13301,Silver V,타일 장식물,13682,6839,5865,51.687%,https://www.acmicpc.net/problem/13301
15681,Gold V,트리와 쿼리,15918,7557,5708,45.345%,https://www.acmicpc.net/problem/15681
15989,Gold V,"1, 2, 3 더하기 4",10951,7013,5624,64.740%,https://www.acmicpc.net/problem/15989
2056,Gold IV,작업,16282,7626,5613,44.206%,https://www.acmicpc.net/problem/2056
1562,Gold I,계단 수,13754,7252,5544,52.184%,https://www.acmicpc.net/problem/1562
10164,Silver II,격자상의 경로,18931,7047,5507,37.235%,https://www.acmicpc.net/problem/10164
1446,Silver I,지름길,12359,7075,5380,57.645%,https://www.acmicpc.net/problem/1446
2240,Gold V,자두나무,19158,7176,5164,38.443%,https://www.acmicpc.net/problem/2240
9657,Silver III,돌 게임 3,13521,5952,5121,46.394%,https://www.acmicpc.net/problem/9657
1535,Silver II,안녕,11948,6449,4918,56.078%,https://www.acmicpc.net/problem/1535
2670,Silver IV,연속부분최대곱,17556,6234,4886,35.720%,https://www.acmicpc.net/problem/2670
16395,Silver V,파스칼의 삼각형,8107,5470,4816,69.545%,https://www.acmicpc.net/problem/16395
1509,Gold I,팰린드롬 분할,13490,6502,4673,47.255%,https://www.acmicpc.net/problem/1509
2502,Silver I,떡 먹는 호랑이,11709,5440,4434,52.377%,https://www.acmicpc.net/problem/2502
2618,Platinum IV,경찰차,18505,6192,4343,34.864%,https://www.acmicpc.net/problem/2618
1256,Gold II,사전,18915,5877,4320,31.713%,https://www.acmicpc.net/problem/1256
4811,Gold V,알약,8287,5504,4263,68.526%,https://www.acmicpc.net/problem/4811
2169,Gold II,로봇 조종하기,16713,6023,4233,34.966%,https://www.acmicpc.net/problem/2169
1351,Gold V,무한 수열,13266,5085,4133,37.585%,https://www.acmicpc.net/problem/1351
18353,Silver II,병사 배치하기,12847,5222,3946,41.432%,https://www.acmicpc.net/problem/18353
1103,Gold II,게임,23988,5517,3880,21.562%,https://www.acmicpc.net/problem/1103
2482,Gold III,색상환,14657,5350,3876,35.684%,https://www.acmicpc.net/problem/2482
1949,Gold II,우수 마을,9523,5040,3762,54.143%,https://www.acmicpc.net/problem/1949
1106,Gold IV,호텔,13508,4947,3746,36.607%,https://www.acmicpc.net/problem/1106
1788,Silver III,피보나치 수의 확장,13172,4380,3731,33.271%,https://www.acmicpc.net/problem/1788
12869,Gold IV,뮤탈리스크,10803,5206,3634,47.097%,https://www.acmicpc.net/problem/12869
13699,Silver IV,점화식,5676,4109,3627,74.126%,https://www.acmicpc.net/problem/13699
14567,Gold V,선수과목 (Prerequisite),6992,4534,3491,65.394%,https://www.acmicpc.net/problem/14567
15624,Silver IV,피보나치 수 7,8267,3812,3296,49.811%,https://www.acmicpc.net/problem/15624
1328,Platinum V,고층 빌딩,10382,4201,3168,38.852%,https://www.acmicpc.net/problem/1328
9658,Silver II,돌 게임 4,7915,3528,3152,45.854%,https://www.acmicpc.net/problem/9658
2688,Silver I,줄어들지 않아,6895,3707,3135,52.787%,https://www.acmicpc.net/problem/2688
17069,Gold IV,파이프 옮기기 2,6666,3773,3094,59.580%,https://www.acmicpc.net/problem/17069
14495,Silver IV,피보나치 비스무리한 수열,5951,3317,3045,57.044%,https://www.acmicpc.net/problem/14495
2616,Gold III,소형기관차,8585,3960,3009,46.314%,https://www.acmicpc.net/problem/2616
14267,Gold IV,회사 문화 1,10094,3866,2918,36.298%,https://www.acmicpc.net/problem/14267
14728,Gold V,벼락치기,6576,3506,2871,53.029%,https://www.acmicpc.net/problem/14728
11058,Gold V,크리보드,7720,3480,2788,44.275%,https://www.acmicpc.net/problem/11058
2213,Gold I,트리의 독립집합,7555,3711,2766,48.526%,https://www.acmicpc.net/problem/2213
2637,Gold II,장난감 조립,8433,3757,2765,48.619%,https://www.acmicpc.net/problem/2637
1793,Silver II,타일링,9847,3175,2630,32.385%,https://www.acmicpc.net/problem/1793
1162,Platinum V,도로포장,18439,4249,2604,22.337%,https://www.acmicpc.net/problem/1162
11062,Gold III,카드 게임,8145,3553,2580,45.924%,https://www.acmicpc.net/problem/11062
10835,Gold V,카드게임,12930,3431,2523,28.015%,https://www.acmicpc.net/problem/10835
1102,Platinum V,발전소,13070,3535,2519,26.443%,https://www.acmicpc.net/problem/1102
2624,Gold IV,동전 바꿔주기,7529,3557,2511,48.795%,https://www.acmicpc.net/problem/2624
1006,Platinum III,습격자 초라기,21026,3599,2457,20.374%,https://www.acmicpc.net/problem/1006
2666,Gold V,벽장문의 이동,5822,3201,2400,55.568%,https://www.acmicpc.net/problem/2666
1014,Platinum IV,컨닝,9055,3214,2379,47.118%,https://www.acmicpc.net/problem/1014
7570,Gold II,줄 세우기,8753,2997,2366,40.183%,https://www.acmicpc.net/problem/7570
10422,Gold IV,괄호,10384,3187,2355,30.200%,https://www.acmicpc.net/problem/10422
1086,Platinum V,박성원,11436,3452,2318,27.301%,https://www.acmicpc.net/problem/1086
4883,Silver I,삼각 그래프,10515,2832,2222,26.095%,https://www.acmicpc.net/problem/4883
2602,Gold IV,돌다리 건너기,6168,2951,2220,50.455%,https://www.acmicpc.net/problem/2602
8394,Silver III,악수,5497,2559,2125,45.640%,https://www.acmicpc.net/problem/8394
14494,Silver III,다이나믹이 뭐예요?,3493,2418,2086,70.760%,https://www.acmicpc.net/problem/14494
14852,Gold IV,타일 채우기 3,10143,2669,2077,26.198%,https://www.acmicpc.net/problem/14852
2229,Gold V,조 짜기,4193,2628,2059,63.726%,https://www.acmicpc.net/problem/2229
1947,Gold III,선물 전달,4901,2472,2030,50.310%,https://www.acmicpc.net/problem/1947
11568,Silver II,민균이의 계략,4394,2327,1991,54.803%,https://www.acmicpc.net/problem/11568
2228,Gold III,구간 나누기,10195,3107,1990,29.243%,https://www.acmicpc.net/problem/2228
3687,Gold II,성냥개비,7689,2647,1951,33.574%,https://www.acmicpc.net/problem/3687
15312,Silver V,이름 궁합,4139,2300,1942,55.998%,https://www.acmicpc.net/problem/15312
17175,Silver III,피보나치는 지겨웡~,5093,2161,1937,42.581%,https://www.acmicpc.net/problem/17175
1135,Gold II,뉴스 전하기,4863,2326,1925,48.883%,https://www.acmicpc.net/problem/1135
17484,Silver III,진우의 달 여행 (Small),3993,2309,1901,59.042%,https://www.acmicpc.net/problem/17484
2662,Gold II,기업투자,6857,2655,1893,39.315%,https://www.acmicpc.net/problem/2662
1563,Gold IV,개근상,4954,2314,1881,50.321%,https://www.acmicpc.net/problem/1563
13302,Gold IV,리조트,5988,2541,1877,43.814%,https://www.acmicpc.net/problem/13302
1028,Platinum V,다이아몬드 광산,11271,2745,1843,25.751%,https://www.acmicpc.net/problem/1028
1126,Platinum III,같은 탑,9288,2737,1840,27.615%,https://www.acmicpc.net/problem/1126
14606,Silver V,피자 (Small),2591,2123,1820,83.219%,https://www.acmicpc.net/problem/14606
4781,Gold IV,사탕 가게,11790,2714,1818,23.350%,https://www.acmicpc.net/problem/4781
14430,Silver II,자원 캐기,3806,2177,1814,57.062%,https://www.acmicpc.net/problem/14430
1082,Gold III,방 번호,6950,2294,1801,33.296%,https://www.acmicpc.net/problem/1082
15489,Silver IV,파스칼 삼각형,3445,2069,1800,61.496%,https://www.acmicpc.net/problem/15489
12026,Silver I,BOJ 거리,3585,2170,1800,62.176%,https://www.acmicpc.net/problem/12026
2410,Gold V,2의 멱수의 합,5655,2296,1794,41.480%,https://www.acmicpc.net/problem/2410
1695,Gold III,팰린드롬 만들기,6962,2475,1793,36.310%,https://www.acmicpc.net/problem/1695
1660,Silver I,캡틴 이다솜,6787,2418,1761,35.553%,https://www.acmicpc.net/problem/1660
1311,Gold I,할 일 정하기 1,5704,2426,1740,40.769%,https://www.acmicpc.net/problem/1311
11402,Platinum IV,이항 계수 4,5655,2263,1689,42.523%,https://www.acmicpc.net/problem/11402
25418,Silver III,정수 a를 k로 만들기,3241,2005,1628,63.027%,https://www.acmicpc.net/problem/25418
2698,Gold IV,인접한 비트의 개수,2693,1961,1612,77.314%,https://www.acmicpc.net/problem/2698
2449,Platinum III,전구,4632,2145,1607,47.657%,https://www.acmicpc.net/problem/2449
20303,Gold III,할로윈의 양아치,6949,2163,1604,29.286%,https://www.acmicpc.net/problem/20303
2643,Gold IV,색종이 올려 놓기,5951,2064,1592,35.536%,https://www.acmicpc.net/problem/2643
2186,Gold III,문자판,9630,2320,1586,23.570%,https://www.acmicpc.net/problem/2186
17090,Gold III,미로 탈출하기,6124,2132,1552,33.820%,https://www.acmicpc.net/problem/17090
20500,Gold V,Ezreal 여눈부터 가네 ㅈㅈ,2597,1879,1541,73.068%,https://www.acmicpc.net/problem/20500
2591,Gold V,숫자카드,6749,2200,1534,31.230%,https://www.acmicpc.net/problem/2591
16174,Silver I,점프왕 쩰리 (Large),4023,1827,1520,45.991%,https://www.acmicpc.net/problem/16174
2613,Gold II,숫자구슬,8579,2206,1508,26.924%,https://www.acmicpc.net/problem/2613
1720,Gold IV,타일 코드,4436,1829,1462,41.831%,https://www.acmicpc.net/problem/1720
17212,Silver III,달나라 토끼를 위한 구매대금 지불 도우미,3614,1790,1459,50.086%,https://www.acmicpc.net/problem/17212
19947,Silver V,투자의 귀재 배주형,4779,1681,1457,36.867%,https://www.acmicpc.net/problem/19947
2655,Gold III,가장높은탑쌓기,5885,1935,1452,36.648%,https://www.acmicpc.net/problem/2655
2718,Gold I,타일 채우기,2941,1889,1430,65.990%,https://www.acmicpc.net/problem/2718
12920,Platinum IV,평범한 배낭 2,8577,2122,1421,24.585%,https://www.acmicpc.net/problem/12920
12849,Silver I,본대 산책,2761,1835,1410,65.826%,https://www.acmicpc.net/problem/12849
1029,Gold I,그림 교환,6608,1848,1403,28.603%,https://www.acmicpc.net/problem/1029
15483,Gold III,최소 편집,3206,1739,1392,56.793%,https://www.acmicpc.net/problem/15483
2157,Gold IV,여행,9269,1867,1392,21.392%,https://www.acmicpc.net/problem/2157
2515,Gold II,전시장,5636,1995,1381,35.051%,https://www.acmicpc.net/problem/2515
1648,Platinum III,격자판 채우기,3314,1895,1381,56.070%,https://www.acmicpc.net/problem/1648
17845,Gold V,수강 과목,2719,1635,1374,60.609%,https://www.acmicpc.net/problem/17845
13325,Gold III,이진 트리,3514,1876,1370,54.236%,https://www.acmicpc.net/problem/13325
15724,Silver I,주지수,3556,1655,1368,45.367%,https://www.acmicpc.net/problem/15724
14863,Gold IV,서울에서 경산까지,6342,1943,1325,31.068%,https://www.acmicpc.net/problem/14863
1577,Gold V,도로의 개수,5138,1590,1317,33.401%,https://www.acmicpc.net/problem/1577
1344,Gold IV,축구,2727,1727,1317,64.845%,https://www.acmicpc.net/problem/1344
16500,Gold V,문자열 판별,5837,1694,1264,31.935%,https://www.acmicpc.net/problem/16500
1670,Gold III,정상 회담 2,3909,1583,1233,39.268%,https://www.acmicpc.net/problem/1670
25644,Silver V,최대 상승,3290,1477,1217,48.428%,https://www.acmicpc.net/problem/25644
2306,Gold III,유전자,3213,1584,1208,49.427%,https://www.acmicpc.net/problem/2306
15678,Platinum V,연세워터파크,3549,1621,1166,43.556%,https://www.acmicpc.net/problem/15678
9711,Silver III,피보나치,4438,1403,1166,34.651%,https://www.acmicpc.net/problem/9711
16565,Gold II,N포커,2968,1411,1153,47.488%,https://www.acmicpc.net/problem/16565
21317,Silver I,징검다리 건너기,5594,1616,1149,27.112%,https://www.acmicpc.net/problem/21317
5569,Gold IV,출근 경로,2729,1421,1147,54.360%,https://www.acmicpc.net/problem/5569
13907,Platinum IV,세금,8322,2092,1129,19.790%,https://www.acmicpc.net/problem/13907
2281,Gold III,데스노트,3995,1588,1116,42.612%,https://www.acmicpc.net/problem/2281
15991,Silver I,"1, 2, 3 더하기 6",2764,1363,1115,48.019%,https://www.acmicpc.net/problem/15991
17265,Gold V,나의 인생에는 수학과 함께,2530,1341,1101,52.304%,https://www.acmicpc.net/problem/17265
17485,Gold V,진우의 달 여행 (Large),2934,1453,1092,50.045%,https://www.acmicpc.net/problem/17485
9177,Gold IV,단어 섞기,5284,1498,1068,28.571%,https://www.acmicpc.net/problem/9177
13308,Platinum V,주유소,6068,1671,1049,24.893%,https://www.acmicpc.net/problem/13308
16493,Silver II,최대 페이지 수,1956,1237,1041,63.943%,https://www.acmicpc.net/problem/16493
20166,Gold IV,문자열 지옥에 빠진 호석,3792,1454,1004,36.245%,https://www.acmicpc.net/problem/20166
1354,Gold V,무한 수열 2,2826,1421,989,50.076%,https://www.acmicpc.net/problem/1354
2550,Gold III,전구,2972,1194,979,43.014%,https://www.acmicpc.net/problem/2550
1727,Gold II,커플 만들기,4505,1262,972,31.134%,https://www.acmicpc.net/problem/1727
2560,Gold III,짚신벌레,3876,1239,961,34.469%,https://www.acmicpc.net/problem/2560
2780,Silver I,비밀번호,2773,1176,954,43.502%,https://www.acmicpc.net/problem/2780
16974,Gold V,레벨 햄버거,2485,1169,941,50.892%,https://www.acmicpc.net/problem/16974
18427,Gold IV,함께 블록 쌓기,2834,1267,931,43.505%,https://www.acmicpc.net/problem/18427
2494,Platinum V,숫자 맞추기,3514,1241,928,38.002%,https://www.acmicpc.net/problem/2494
14925,Gold IV,목장 건설하기,2934,1180,915,39.696%,https://www.acmicpc.net/problem/14925
11025,Platinum V,요세푸스 문제 3,3144,1132,908,44.336%,https://www.acmicpc.net/problem/11025
1749,Gold IV,점수따먹기,3316,1201,904,34.689%,https://www.acmicpc.net/problem/1749
15992,Silver I,"1, 2, 3 더하기 7",2182,1131,903,52.500%,https://www.acmicpc.net/problem/15992
2248,Gold III,이진수 찾기,4031,1174,895,29.402%,https://www.acmicpc.net/problem/2248
14517,Platinum V,팰린드롬 개수 구하기 (Large),3318,1101,884,33.109%,https://www.acmicpc.net/problem/14517
5573,Platinum III,산책,2402,1133,883,48.041%,https://www.acmicpc.net/problem/5573
14651,Silver I,걷다보니 신천역 삼 (Large),2093,1029,876,49.943%,https://www.acmicpc.net/problem/14651
14238,Gold II,출근 기록,3727,1193,873,32.894%,https://www.acmicpc.net/problem/14238
13976,Platinum V,타일 채우기 2,2484,1104,869,46.347%,https://www.acmicpc.net/problem/13976
1398,Gold II,동전 문제,4267,1144,858,28.336%,https://www.acmicpc.net/problem/1398
4097,Silver II,수익,2163,1098,853,49.278%,https://www.acmicpc.net/problem/4097
2673,Platinum IV,교차하지 않는 원의 현들의 최대집합,2813,1040,843,42.045%,https://www.acmicpc.net/problem/2673
22342,Silver I,계산 로봇,3256,1114,842,36.426%,https://www.acmicpc.net/problem/22342
17271,Silver II,리그 오브 레전설 (Small),2244,989,834,46.566%,https://www.acmicpc.net/problem/17271
16991,Gold I,외판원 순회 3,1977,1068,823,60.293%,https://www.acmicpc.net/problem/16991
14607,Silver III,피자 (Large),2204,938,820,44.348%,https://www.acmicpc.net/problem/14607
2253,Gold IV,점프,5227,1339,820,23.502%,https://www.acmicpc.net/problem/2253
16195,Silver I,"1, 2, 3 더하기 9",2128,1012,814,47.967%,https://www.acmicpc.net/problem/16195
2300,Gold II,기지국,2884,1086,806,38.381%,https://www.acmicpc.net/problem/2300
1633,Gold IV,최고의 팀 만들기,2497,1055,796,43.308%,https://www.acmicpc.net/problem/1633
25214,Silver IV,크림 파스타,1796,1017,795,57.082%,https://www.acmicpc.net/problem/25214
2315,Platinum III,가로등 끄기,3658,1170,792,41.207%,https://www.acmicpc.net/problem/2315
17213,Silver II,과일 서리,1758,919,790,53.596%,https://www.acmicpc.net/problem/17213
1289,Platinum III,트리의 가중치,3271,1113,788,32.085%,https://www.acmicpc.net/problem/1289
21757,Gold II,나누기,6482,1119,775,20.811%,https://www.acmicpc.net/problem/21757
1513,Gold II,경로 찾기,4028,1313,769,30.276%,https://www.acmicpc.net/problem/1513
1234,Gold II,크리스마스 트리,2083,998,768,48.638%,https://www.acmicpc.net/problem/1234
1943,Gold II,동전 분배,6189,1279,761,19.911%,https://www.acmicpc.net/problem/1943
1023,Platinum III,괄호 문자열,3459,963,756,34.887%,https://www.acmicpc.net/problem/1023
17216,Silver II,가장 큰 감소 부분 수열,1607,856,755,57.502%,https://www.acmicpc.net/problem/17216
5624,Gold III,좋은 수,2828,952,753,34.669%,https://www.acmicpc.net/problem/5624
13392,Gold I,방법을 출력하지 않는 숫자 맞추기,2414,1016,751,42.646%,https://www.acmicpc.net/problem/13392
2758,Gold IV,로또,3883,1020,751,27.190%,https://www.acmicpc.net/problem/2758
3933,Gold V,라그랑주의 네 제곱수 정리,2310,1050,749,52.561%,https://www.acmicpc.net/problem/3933
22857,Silver II,가장 긴 짝수 연속한 부분 수열 (small),2548,1072,744,41.402%,https://www.acmicpc.net/problem/22857
5721,Gold IV,사탕 줍기 대회,2403,1007,735,41.176%,https://www.acmicpc.net/problem/5721
15993,Silver I,"1, 2, 3 더하기 8",1585,875,731,54.148%,https://www.acmicpc.net/problem/15993
14699,Gold IV,관악산 등산,2149,966,725,44.561%,https://www.acmicpc.net/problem/14699
8895,Platinum V,막대 배치,1530,894,724,61.200%,https://www.acmicpc.net/problem/8895
14722,Gold IV,우유 도시,3445,965,723,29.802%,https://www.acmicpc.net/problem/14722
10803,Platinum III,정사각형 만들기,3793,1091,720,28.016%,https://www.acmicpc.net/problem/10803
17218,Gold IV,비밀번호 만들기,1414,797,710,60.736%,https://www.acmicpc.net/problem/17218
12784,Gold III,인하니카 공화국,2520,955,710,36.711%,https://www.acmicpc.net/problem/12784
1099,Gold III,알 수 없는 문장,2821,932,697,35.471%,https://www.acmicpc.net/problem/1099
17391,Silver I,무한부스터,1666,837,688,49.425%,https://www.acmicpc.net/problem/17391
1657,Platinum III,두부장수 장홍준,1881,928,688,49.603%,https://www.acmicpc.net/problem/1657
20188,Platinum V,등산 마니아,2510,909,681,37.254%,https://www.acmicpc.net/problem/20188
28325,Gold V,호숫가의 개미굴,4662,1000,671,21.957%,https://www.acmicpc.net/problem/28325
11909,Gold V,배열 탈출,2199,879,657,38.968%,https://www.acmicpc.net/problem/11909
19621,Silver II,회의실 배정 2,1649,834,655,50.854%,https://www.acmicpc.net/problem/19621
24417,Silver IV,알고리즘 수업 - 피보나치 수 2,2770,822,653,31.947%,https://www.acmicpc.net/problem/24417
1514,Platinum III,자물쇠,4394,1101,651,24.866%,https://www.acmicpc.net/problem/1514
16432,Gold IV,떡장수와 호랑이,3059,816,644,26.744%,https://www.acmicpc.net/problem/16432
2159,Gold III,케익 배달,2921,833,641,31.662%,https://www.acmicpc.net/problem/2159
2073,Gold IV,수도배관공사,2142,832,627,39.360%,https://www.acmicpc.net/problem/2073
15482,Gold V,한글 LCS,1485,765,626,55.057%,https://www.acmicpc.net/problem/15482
5626,Gold I,제단,3005,940,619,28.565%,https://www.acmicpc.net/problem/5626
5502,Gold III,팰린드롬,1636,777,618,50.614%,https://www.acmicpc.net/problem/5502
1146,Platinum V,지그재그 서기,1887,843,611,43.550%,https://www.acmicpc.net/problem/1146
2611,Gold II,자동차경주,2756,799,609,33.406%,https://www.acmicpc.net/problem/2611
2208,Gold II,보석 줍기,2861,864,608,29.659%,https://www.acmicpc.net/problem/2208
2600,Gold IV,구슬게임,1044,781,607,76.835%,https://www.acmicpc.net/problem/2600
17291,Silver II,새끼치기,1701,732,605,42.576%,https://www.acmicpc.net/problem/17291
6571,Silver III,피보나치 수의 개수,2913,796,602,27.987%,https://www.acmicpc.net/problem/6571
3114,Gold II,사과와 바나나,2575,987,599,33.426%,https://www.acmicpc.net/problem/3114
11570,Platinum V,환상의 듀엣,1477,758,593,56.209%,https://www.acmicpc.net/problem/11570
10937,Platinum III,두부 모판 자르기,1806,814,588,46.336%,https://www.acmicpc.net/problem/10937
1757,Gold IV,달려달려,2030,743,577,35.530%,https://www.acmicpc.net/problem/1757
8984,Platinum V,막대기,2130,736,566,37.608%,https://www.acmicpc.net/problem/8984
16957,Gold III,체스판 위의 공,2058,776,563,37.235%,https://www.acmicpc.net/problem/16957
16639,Gold I,괄호 추가하기 3,1609,686,562,46.912%,https://www.acmicpc.net/problem/16639
22871,Silver I,징검다리 건너기 (large),2683,816,560,31.198%,https://www.acmicpc.net/problem/22871
2201,Gold II,이친수 찾기,1426,689,559,51.616%,https://www.acmicpc.net/problem/2201
17208,Gold IV,카우버거 알바생,1716,769,548,46.520%,https://www.acmicpc.net/problem/17208
27210,Gold V,신을 모시는 사당,1683,734,547,42.835%,https://www.acmicpc.net/problem/27210
