문제 번호,문제 티어,문제 이름,전체 제출 케이스,정답 케이스,푼 사람 수,정답 비율,문제 링크
20117,Silver I,호반우 상인의 이상한 품질 계산법,958,557,480,60.991%,https://www.acmicpc.net/problem/20117
2149,Silver III,암호 해독,1133,591,478,58.722%,https://www.acmicpc.net/problem/2149
24509,Silver V,상품의 주인은?,1423,579,471,44.309%,https://www.acmicpc.net/problem/24509
1599,Gold V,민식어,1275,615,469,49.420%,https://www.acmicpc.net/problem/1599
18234,Gold III,당근 훔쳐 먹기,1234,578,462,45.562%,https://www.acmicpc.net/problem/18234
29155,Silver III,개발자 지망생 구름이의 취업 뽀개기,681,495,459,73.913%,https://www.acmicpc.net/problem/29155
2136,Gold I,개미,1961,552,457,32.736%,https://www.acmicpc.net/problem/2136
24041,Gold IV,성싶당 밀키트,2711,663,456,22.104%,https://www.acmicpc.net/problem/24041
29767,Silver IV,점수를 최대로,1075,501,452,50.334%,https://www.acmicpc.net/problem/29767
1548,Gold V,부분 삼각 수열,1301,538,446,42.639%,https://www.acmicpc.net/problem/1548
17420,Gold I,깊콘이 넘쳐흘러,2810,593,440,23.025%,https://www.acmicpc.net/problem/17420
2405,Gold IV,"세 수, 두 M",1737,523,435,31.476%,https://www.acmicpc.net/problem/2405
31246,Silver V,모바일 광고 입찰,930,502,432,56.031%,https://www.acmicpc.net/problem/31246
29198,Silver III,이번에는 C번이 문자열,1052,467,432,49.885%,https://www.acmicpc.net/problem/29198
16471,Silver IV,작은 수 내기,1215,514,431,42.547%,https://www.acmicpc.net/problem/16471
23278,Bronze I,영화 평가,795,499,429,63.839%,https://www.acmicpc.net/problem/23278
26091,Silver I,현대모비스 소프트웨어 아카데미,799,478,428,60.882%,https://www.acmicpc.net/problem/26091
17124,Silver III,두 개의 배열,1550,574,427,36.186%,https://www.acmicpc.net/problem/17124
25323,Platinum V,"수 정렬하기, 근데 이제 제곱수를 곁들인",1759,566,424,33.624%,https://www.acmicpc.net/problem/25323
25947,Silver I,선물할인,2262,540,417,25.933%,https://www.acmicpc.net/problem/25947
20007,Gold IV,떡 돌리기,1245,515,412,39.163%,https://www.acmicpc.net/problem/20007
18230,Silver I,2xN 예쁜 타일링,1901,481,408,26.824%,https://www.acmicpc.net/problem/18230
1602,Platinum III,도망자 원숭이,2254,656,408,26.842%,https://www.acmicpc.net/problem/1602
22345,Gold II,누적 거리,1914,541,407,37.790%,https://www.acmicpc.net/problem/22345
17225,Silver I,세훈이의 선물가게,2029,555,407,31.772%,https://www.acmicpc.net/problem/17225
25426,Silver IV,일차함수들,818,525,406,64.547%,https://www.acmicpc.net/problem/25426
15789,Gold IV,CTP 왕국은 한솔 왕국을 이길 수 있을까?,1192,497,402,42.721%,https://www.acmicpc.net/problem/15789
23758,Silver I,중앙값 제거,1649,559,400,37.488%,https://www.acmicpc.net/problem/23758
13160,Gold III,최대 클리크 구하기,1331,528,400,39.761%,https://www.acmicpc.net/problem/13160
22988,Gold II,재활용 캠페인,2560,539,393,19.494%,https://www.acmicpc.net/problem/22988
13316,Gold II,std::정렬부터 시작하는 디버깅 생활,1332,450,384,38.209%,https://www.acmicpc.net/problem/13316
2180,Platinum V,소방서의 고민,2806,516,384,18.991%,https://www.acmicpc.net/problem/2180
23561,Silver II,Young한 에너지는 부족하다,771,451,382,58.860%,https://www.acmicpc.net/problem/23561
23056,Silver IV,참가자 명단,1197,464,381,39.077%,https://www.acmicpc.net/problem/23056
20949,Silver V,효정과 새 모니터,815,435,380,55.394%,https://www.acmicpc.net/problem/20949
25945,Silver III,컨테이너 재배치,1078,464,377,43.086%,https://www.acmicpc.net/problem/25945
29160,Silver II,나의 FIFA 팀 가치는?,1483,450,373,33.097%,https://www.acmicpc.net/problem/29160
18766,Bronze I,카드 바꿔치기,518,399,372,77.019%,https://www.acmicpc.net/problem/18766
3061,Silver II,사다리,866,454,372,58.675%,https://www.acmicpc.net/problem/3061
12016,Platinum III,라운드 로빈 스케줄러,1196,500,370,48.877%,https://www.acmicpc.net/problem/12016
30205,Silver II,전역 임무,1584,453,367,27.388%,https://www.acmicpc.net/problem/30205
1294,Platinum III,문자열 장식,2232,627,365,23.338%,https://www.acmicpc.net/problem/1294
31797,Silver IV,아~파트 아파트,1848,428,364,26.244%,https://www.acmicpc.net/problem/31797
9414,Silver IV,프로그래밍 대회 전용 부지,652,389,363,62.051%,https://www.acmicpc.net/problem/9414
14911,Silver IV,궁합 쌍 찾기,1452,429,359,30.842%,https://www.acmicpc.net/problem/14911
23740,Gold V,버스 노선 개편하기,950,425,352,44.727%,https://www.acmicpc.net/problem/23740
23899,Bronze I,알고리즘 수업 - 선택 정렬 5,1292,432,350,33.882%,https://www.acmicpc.net/problem/23899
25391,Gold V,특별상,933,416,346,49.288%,https://www.acmicpc.net/problem/25391
28256,Silver II,초콜릿 보관함,856,391,345,49.006%,https://www.acmicpc.net/problem/28256
17305,Gold IV,사탕 배달,1933,401,343,22.521%,https://www.acmicpc.net/problem/17305
25955,Silver IV,"APC는 쉬운 난이도 순일까, 아닐까?",726,392,338,59.402%,https://www.acmicpc.net/problem/25955
29723,Silver V,브실이의 입시전략,719,392,337,55.065%,https://www.acmicpc.net/problem/29723
25045,Silver III,비즈마켓,996,443,337,43.372%,https://www.acmicpc.net/problem/25045
2817,Silver III,ALPS식 투표,1245,446,337,37.155%,https://www.acmicpc.net/problem/2817
30459,Gold V,현수막 걸기,1368,403,330,30.303%,https://www.acmicpc.net/problem/30459
24090,Silver V,알고리즘 수업 - 퀵 정렬 1,2020,446,325,22.903%,https://www.acmicpc.net/problem/24090
5619,Silver II,세 번째,1459,416,320,28.777%,https://www.acmicpc.net/problem/5619
3080,Platinum III,아름다운 이름,2794,545,320,17.410%,https://www.acmicpc.net/problem/3080
18248,Silver II,제야의 종,1110,384,318,40.613%,https://www.acmicpc.net/problem/18248
22981,Gold V,휴먼 파이프라인,1225,390,316,35.307%,https://www.acmicpc.net/problem/22981
24052,Bronze I,알고리즘 수업 - 삽입 정렬 2,632,353,309,66.309%,https://www.acmicpc.net/problem/24052
30088,Silver V,공포의 면담실,548,362,308,68.142%,https://www.acmicpc.net/problem/30088
9196,Silver V,정수 직사각형,634,345,307,58.812%,https://www.acmicpc.net/problem/9196
27922,Silver III,현대모비스 입사 프로젝트,619,349,301,66.009%,https://www.acmicpc.net/problem/27922
24174,Silver V,알고리즘 수업 - 힙 정렬 2,1186,388,300,34.722%,https://www.acmicpc.net/problem/24174
16200,Silver IV,해커톤,695,362,299,57.170%,https://www.acmicpc.net/problem/16200
20311,Gold V,화학 실험,1166,360,298,34.096%,https://www.acmicpc.net/problem/20311
1060,Gold I,좋은 수,1762,345,298,23.502%,https://www.acmicpc.net/problem/1060
5911,Silver III,선물,1622,370,296,25.806%,https://www.acmicpc.net/problem/5911
3988,Platinum IV,수 고르기,1024,400,296,42.775%,https://www.acmicpc.net/problem/3988
24061,Silver IV,알고리즘 수업 - 병합 정렬 2,910,363,293,40.358%,https://www.acmicpc.net/problem/24061
16498,Gold V,작은 벌점,1260,419,293,33.756%,https://www.acmicpc.net/problem/16498
20210,Gold III,파일 탐색기,1932,459,292,23.895%,https://www.acmicpc.net/problem/20210
27277,Silver I,장기자랑,500,319,291,66.897%,https://www.acmicpc.net/problem/27277
20126,Silver III,교수님의 기말고사,1173,349,290,31.625%,https://www.acmicpc.net/problem/20126
13448,Platinum III,SW 역량 테스트,1037,377,288,36.502%,https://www.acmicpc.net/problem/13448
30619,Silver II,내 집 마련하기,411,325,286,81.481%,https://www.acmicpc.net/problem/30619
29730,Silver III,임스의 데일리 인증 스터디,922,339,285,38.102%,https://www.acmicpc.net/problem/29730
2024,Gold III,선분 덮기,1565,406,284,23.766%,https://www.acmicpc.net/problem/2024
10424,Silver I,알고리즘 기말고사,1547,337,282,30.686%,https://www.acmicpc.net/problem/10424
31796,Silver IV,한빛미디어 (Easy),546,318,279,59.615%,https://www.acmicpc.net/problem/31796
2103,Silver III,직교다각형 복원,781,326,279,44.006%,https://www.acmicpc.net/problem/2103
30970,Silver IV,선택의 기로,433,331,278,78.090%,https://www.acmicpc.net/problem/30970
30022,Silver II,행사 준비,702,326,276,50.549%,https://www.acmicpc.net/problem/30022
15821,Silver III,낚이고 낚아라,1134,366,276,38.983%,https://www.acmicpc.net/problem/15821
22232,Silver III,가희와 파일 탐색기,1118,375,274,33.293%,https://www.acmicpc.net/problem/22232
9460,Gold I,메탈,1551,421,273,26.326%,https://www.acmicpc.net/problem/9460
12892,Gold IV,생일 선물,956,357,270,36.536%,https://www.acmicpc.net/problem/12892
28110,Silver IV,마지막 문제,713,310,269,45.826%,https://www.acmicpc.net/problem/28110
1960,Gold II,행렬만들기,1266,359,268,30.180%,https://www.acmicpc.net/problem/1960
4159,Silver III,알래스카,827,327,267,39.851%,https://www.acmicpc.net/problem/4159
13915,Silver III,현수의 열기구 교실,629,321,266,53.307%,https://www.acmicpc.net/problem/13915
1489,Gold I,대결,911,314,261,40.154%,https://www.acmicpc.net/problem/1489
22344,Platinum III,그래프 균형 맞추기,1234,314,260,25.948%,https://www.acmicpc.net/problem/22344
1900,Silver I,레슬러,631,311,253,53.263%,https://www.acmicpc.net/problem/1900
7507,Silver I,올림픽 게임,846,356,251,38.615%,https://www.acmicpc.net/problem/7507
25972,Silver IV,도미노 무너트리기,736,316,250,44.248%,https://www.acmicpc.net/problem/25972
1226,Platinum IV,국회,997,326,250,33.693%,https://www.acmicpc.net/problem/1226
28449,Gold V,누가 이길까,931,336,249,35.319%,https://www.acmicpc.net/problem/28449
28116,Silver III,선택 정렬의 이동 거리,1001,296,244,36.310%,https://www.acmicpc.net/problem/28116
22965,Gold IV,k개의 부분 배열,866,298,241,35.389%,https://www.acmicpc.net/problem/22965
23970,Gold IV,알고리즘 수업 - 버블 정렬 3,2374,374,240,17.765%,https://www.acmicpc.net/problem/23970
26168,Silver IV,배열 전체 탐색하기,922,298,235,34.559%,https://www.acmicpc.net/problem/26168
16193,Gold II,차이를 최대로 2,1000,306,234,32.276%,https://www.acmicpc.net/problem/16193
27932,Silver II,어깨동무,1236,269,232,25.300%,https://www.acmicpc.net/problem/27932
16890,Gold I,창업,1843,314,232,17.223%,https://www.acmicpc.net/problem/16890
21740,Platinum III,도도의 수학놀이,1905,347,231,18.796%,https://www.acmicpc.net/problem/21740
2911,Platinum V,전화 복구,479,270,230,55.961%,https://www.acmicpc.net/problem/2911
30701,Silver III,돌아온 똥게임,1028,277,229,31.156%,https://www.acmicpc.net/problem/30701
27066,Gold V,나무 블럭 게임,505,264,227,51.945%,https://www.acmicpc.net/problem/27066
15554,Gold I,전시회,577,274,227,48.504%,https://www.acmicpc.net/problem/15554
28305,Gold I,세미나 배정,659,275,226,42.322%,https://www.acmicpc.net/problem/28305
24508,Gold V,나도리팡,1269,288,226,23.865%,https://www.acmicpc.net/problem/24508
15887,Silver V,욱제는 결벽증이야!!,455,269,224,64.553%,https://www.acmicpc.net/problem/15887
10427,Gold V,빚,494,263,223,58.377%,https://www.acmicpc.net/problem/10427
2786,Gold I,상근이의 레스토랑,1148,314,223,33.037%,https://www.acmicpc.net/problem/2786
25577,Gold IV,열 정렬정렬 정,492,258,222,66.867%,https://www.acmicpc.net/problem/25577
7868,Gold V,해밍 수열,668,309,221,50.000%,https://www.acmicpc.net/problem/7868
10715,Gold I,JOI 공원,557,258,219,48.132%,https://www.acmicpc.net/problem/10715
32185,Silver V,꿈 열정 나눔,420,233,217,58.177%,https://www.acmicpc.net/problem/32185
31937,Silver II,로그프레소 마에스트로,1169,253,212,28.765%,https://www.acmicpc.net/problem/31937
14252,Platinum IV,공약수열,496,299,211,64.329%,https://www.acmicpc.net/problem/14252
3845,Silver V,잔디깎기,471,250,207,56.868%,https://www.acmicpc.net/problem/3845
27495,Silver III,만다라트 만들기,300,219,206,73.835%,https://www.acmicpc.net/problem/27495
23883,Gold IV,알고리즘 수업 - 선택 정렬 3,1232,277,206,28.297%,https://www.acmicpc.net/problem/23883
25957,Silver II,단어 우월 효과 (캠브릿지 대학의 연구결과),1112,261,205,27.261%,https://www.acmicpc.net/problem/25957
19580,Platinum V,마스크가 필요해,1371,273,203,22.308%,https://www.acmicpc.net/problem/19580
3172,Platinum IV,현주와 윤주의 재미있는 단어 게임,824,258,202,41.478%,https://www.acmicpc.net/problem/3172
30405,Gold V,박물관 견학,864,248,200,33.333%,https://www.acmicpc.net/problem/30405
30960,Gold V,조별 과제,550,246,199,55.587%,https://www.acmicpc.net/problem/30960
16238,Gold I,독수리,508,297,198,58.235%,https://www.acmicpc.net/problem/16238
16207,Gold III,직사각형,539,278,198,50.769%,https://www.acmicpc.net/problem/16207
10975,Gold V,데크 소트 2,410,228,196,60.123%,https://www.acmicpc.net/problem/10975
27297,Gold V,맨해튼에서의 모임,539,241,195,44.419%,https://www.acmicpc.net/problem/27297
26043,Silver IV,식당 메뉴,848,260,195,29.590%,https://www.acmicpc.net/problem/26043
19576,Gold III,약수,659,251,195,39.394%,https://www.acmicpc.net/problem/19576
1945,Gold II,직사각형,520,257,192,47.059%,https://www.acmicpc.net/problem/1945
2543,Platinum IV,초고속철도,473,225,189,53.239%,https://www.acmicpc.net/problem/2543
29891,Silver IV,체크포인트 달리기,774,239,188,31.126%,https://www.acmicpc.net/problem/29891
3221,Gold III,개미의 이동,397,229,188,64.828%,https://www.acmicpc.net/problem/3221
17488,Silver V,수강 바구니,653,249,187,45.610%,https://www.acmicpc.net/problem/17488
27112,Silver II,시간 외 근무 멈춰!,801,229,185,31.842%,https://www.acmicpc.net/problem/27112
22899,Gold II,오렌지컵 출제하기,844,220,182,31.597%,https://www.acmicpc.net/problem/22899
1797,Gold II,균형잡힌 줄서기,620,221,181,41.514%,https://www.acmicpc.net/problem/1797
24091,Silver V,알고리즘 수업 - 퀵 정렬 2,567,203,178,43.521%,https://www.acmicpc.net/problem/24091
23330,Silver III,거리의 합 2,573,235,177,48.895%,https://www.acmicpc.net/problem/23330
11666,Gold III,워크스테이션 배정,541,218,177,41.844%,https://www.acmicpc.net/problem/11666
3043,Platinum IV,장난감 탱크,722,219,177,31.162%,https://www.acmicpc.net/problem/3043
23035,Platinum IV,가톨릭대는 고양이를 사랑해,595,235,176,38.681%,https://www.acmicpc.net/problem/23035
19584,Gold III,난개발,633,219,176,34.043%,https://www.acmicpc.net/problem/19584
31872,Silver III,강의실,290,199,175,72.917%,https://www.acmicpc.net/problem/31872
31845,Silver III,카드 교환,499,191,175,42.787%,https://www.acmicpc.net/problem/31845
31714,Silver IV,지정좌석 배치하기 1,333,217,175,64.815%,https://www.acmicpc.net/problem/31714
32029,Gold V,지금 자면 꿈을 꾸지만,405,194,174,55.063%,https://www.acmicpc.net/problem/32029
18120,Platinum IV,대농부 김상혁,609,229,174,36.100%,https://www.acmicpc.net/problem/18120
31589,Silver III,포도주 시음,413,194,172,53.251%,https://www.acmicpc.net/problem/31589
29755,Silver I,블랙홀과 소행성,593,197,171,37.336%,https://www.acmicpc.net/problem/29755
25329,Silver IV,학생별 통화 요금 계산,387,197,171,58.163%,https://www.acmicpc.net/problem/25329
16115,Gold III,팬이에요,976,217,170,24.673%,https://www.acmicpc.net/problem/16115
3089,Gold III,네잎 클로버를 찾아서,432,209,170,54.839%,https://www.acmicpc.net/problem/3089
2107,Gold V,포함하는 구간,462,225,170,48.571%,https://www.acmicpc.net/problem/2107
24465,Silver IV,데뷔의 꿈,371,179,169,54.341%,https://www.acmicpc.net/problem/24465
24173,Silver V,알고리즘 수업 - 힙 정렬 1,731,241,169,38.149%,https://www.acmicpc.net/problem/24173
13274,Silver II,수열,764,211,169,28.988%,https://www.acmicpc.net/problem/13274
23884,Gold IV,알고리즘 수업 - 선택 정렬 4,424,205,168,60.215%,https://www.acmicpc.net/problem/23884
29757,Silver II,트리 긋기,282,191,167,66.534%,https://www.acmicpc.net/problem/29757
28359,Gold V,수열의 가치,361,196,167,54.934%,https://www.acmicpc.net/problem/28359
30961,Gold III,"최솟값, 최댓값",285,210,166,74.775%,https://www.acmicpc.net/problem/30961
7344,Gold II,나무 막대,514,206,165,42.636%,https://www.acmicpc.net/problem/7344
24429,Gold IV,알고리즘 수업 - 행렬 경로 문제 6,604,265,164,41.837%,https://www.acmicpc.net/problem/24429
30108,Gold IV,교육적인 트리 문제,348,220,162,62.308%,https://www.acmicpc.net/problem/30108
14233,Silver I,악덕 사장,433,189,161,49.691%,https://www.acmicpc.net/problem/14233
23349,Silver I,졸업 사진,499,202,160,44.077%,https://www.acmicpc.net/problem/23349
27923,Gold IV,햄버거최대 몇개드실수있나요?,727,204,158,29.644%,https://www.acmicpc.net/problem/27923
31870,Silver III,버블버블,349,184,157,62.055%,https://www.acmicpc.net/problem/31870
9078,Gold II,정렬,363,172,157,60.618%,https://www.acmicpc.net/problem/9078
5550,Gold II,헌책방,347,182,157,56.884%,https://www.acmicpc.net/problem/5550
30685,Silver II,버터 녹이기,455,180,156,43.094%,https://www.acmicpc.net/problem/30685
14602,Silver IV,소금과 후추 (Small),300,182,156,66.953%,https://www.acmicpc.net/problem/14602
29336,Silver II,"월향, 비상",463,191,155,40.897%,https://www.acmicpc.net/problem/29336
23889,Gold IV,돌 굴러가유,388,174,153,46.789%,https://www.acmicpc.net/problem/23889
27313,Gold IV,효율적인 애니메이션 감상,750,189,151,31.070%,https://www.acmicpc.net/problem/27313
30014,Gold II,준영이의 사랑,419,178,150,44.379%,https://www.acmicpc.net/problem/30014
24431,Silver IV,유사 라임 게임,300,208,149,73.762%,https://www.acmicpc.net/problem/24431
8989,Silver II,시계,647,195,147,34.588%,https://www.acmicpc.net/problem/8989
28283,Gold IV,해킹,600,182,146,29.084%,https://www.acmicpc.net/problem/28283
18192,Gold I,보고 정렬,490,194,146,37.056%,https://www.acmicpc.net/problem/18192
5179,Silver II,우승자는 누구?,365,169,145,50.347%,https://www.acmicpc.net/problem/5179
28216,Gold I,아이템 획득,789,238,143,36.951%,https://www.acmicpc.net/problem/28216
14411,Gold IV,합집합,377,190,143,58.130%,https://www.acmicpc.net/problem/14411
24053,Gold V,알고리즘 수업 - 삽입 정렬 3,472,188,142,66.981%,https://www.acmicpc.net/problem/24053
30504,Silver IV,세과영엔 슬픈 전설이 있어,406,163,141,43.519%,https://www.acmicpc.net/problem/30504
3961,Silver II,터치스크린 키보드,230,157,140,72.165%,https://www.acmicpc.net/problem/3961
21554,Silver IV,마법의 돌 장난감,386,158,139,42.769%,https://www.acmicpc.net/problem/21554
27674,Silver V,A+B,264,150,138,64.486%,https://www.acmicpc.net/problem/27674
26260,Gold V,이가 빠진 이진 트리,271,178,138,62.727%,https://www.acmicpc.net/problem/26260
4055,Gold V,파티가 좋아 파티가 좋아,911,177,138,21.596%,https://www.acmicpc.net/problem/4055
31824,Silver III,근로장학생,375,162,136,56.904%,https://www.acmicpc.net/problem/31824
26086,Gold III,어려운 스케줄링,780,173,135,24.368%,https://www.acmicpc.net/problem/26086
20930,Platinum V,우주 정거장,440,167,135,38.905%,https://www.acmicpc.net/problem/20930
6566,Silver I,애너그램 그룹,1042,224,133,17.051%,https://www.acmicpc.net/problem/6566
22867,Gold V,종점,358,203,131,52.400%,https://www.acmicpc.net/problem/22867
30645,Silver II,인형 전시,447,163,130,41.139%,https://www.acmicpc.net/problem/30645
27979,Gold IV,볼링장 아르바이트,300,167,129,57.333%,https://www.acmicpc.net/problem/27979
17501,Gold II,수식 트리,371,157,127,49.035%,https://www.acmicpc.net/problem/17501
7774,Silver III,콘센트,476,149,126,33.690%,https://www.acmicpc.net/problem/7774
31410,Gold III,제독 작전,707,166,125,29.621%,https://www.acmicpc.net/problem/31410
2746,Gold IV,좋은 배열 만들기,935,178,123,20.534%,https://www.acmicpc.net/problem/2746
9203,Gold III,호텔 예약,2803,675,120,7.181%,https://www.acmicpc.net/problem/9203
5631,Gold IV,방사능,743,134,120,28.571%,https://www.acmicpc.net/problem/5631
3008,Platinum V,직각 삼각형의 개수,728,195,120,29.412%,https://www.acmicpc.net/problem/3008
23900,Gold III,알고리즘 수업 - 선택 정렬 6,612,161,118,44.030%,https://www.acmicpc.net/problem/23900
28081,Silver I,직사각형 피자,572,153,117,24.477%,https://www.acmicpc.net/problem/28081
