문제 번호,문제 티어,문제 이름,전체 제출 케이스,정답 케이스,푼 사람 수,정답 비율,문제 링크
1194,Gold I,"달이 차오른다, 가자.",18832,7900,5377,38.916%,https://www.acmicpc.net/problem/1194
1941,Gold III,소문난 칠공주,15174,8182,5305,51.857%,https://www.acmicpc.net/problem/1941
16946,Gold II,벽 부수고 이동하기 4,26349,7558,5291,25.424%,https://www.acmicpc.net/problem/16946
1525,Gold II,퍼즐,18523,8159,5124,42.544%,https://www.acmicpc.net/problem/1525
3197,Platinum V,백조의 호수,39510,8110,5061,19.327%,https://www.acmicpc.net/problem/3197
19238,Gold II,스타트 택시,34154,8120,4916,21.382%,https://www.acmicpc.net/problem/19238
17086,Silver II,아기 상어 2,12889,6373,4776,47.622%,https://www.acmicpc.net/problem/17086
9328,Gold I,열쇠,22896,6854,4720,27.345%,https://www.acmicpc.net/problem/9328
1240,Gold V,노드사이의 거리,11227,6131,4719,54.354%,https://www.acmicpc.net/problem/1240
16948,Silver I,데스 나이트,7777,5298,4471,69.157%,https://www.acmicpc.net/problem/16948
20058,Gold III,마법사 상어와 파이어스톰,15943,7133,4360,41.113%,https://www.acmicpc.net/problem/20058
2234,Gold III,성곽,12273,6089,4331,48.434%,https://www.acmicpc.net/problem/2234
12869,Gold IV,뮤탈리스크,10803,5206,3634,47.097%,https://www.acmicpc.net/problem/12869
17141,Gold IV,연구소 2,12096,5059,3627,43.468%,https://www.acmicpc.net/problem/17141
16197,Gold IV,두 동전,12109,5308,3613,41.687%,https://www.acmicpc.net/problem/16197
6118,Silver I,숨바꼭질,8237,4508,3604,56.792%,https://www.acmicpc.net/problem/6118
1726,Gold III,로봇,19249,5263,3594,26.549%,https://www.acmicpc.net/problem/1726
17836,Gold V,공주님을 구해라!,18024,4809,3590,24.725%,https://www.acmicpc.net/problem/17836
21609,Gold II,상어 중학교,13962,5564,3505,36.571%,https://www.acmicpc.net/problem/21609
13565,Silver II,침투,10187,4675,3434,44.829%,https://www.acmicpc.net/problem/13565
1039,Gold II,교환,19599,4553,3396,23.372%,https://www.acmicpc.net/problem/1039
16954,Gold III,움직이는 미로 탈출,15234,5074,3205,28.835%,https://www.acmicpc.net/problem/16954
14716,Silver I,현수막,6250,3762,3161,62.830%,https://www.acmicpc.net/problem/14716
13459,Gold I,구슬 탈출,12364,4321,3146,35.033%,https://www.acmicpc.net/problem/13459
23288,Gold III,주사위 굴리기 2,6704,4161,3122,62.982%,https://www.acmicpc.net/problem/23288
16173,Silver IV,점프왕 쩰리 (Small),9532,4001,3035,40.159%,https://www.acmicpc.net/problem/16173
16933,Gold I,벽 부수고 이동하기 3,18695,4539,3023,23.243%,https://www.acmicpc.net/problem/16933
6087,Gold III,레이저 통신,21638,4183,2912,23.227%,https://www.acmicpc.net/problem/6087
2933,Gold I,미네랄,15261,4360,2875,26.229%,https://www.acmicpc.net/problem/2933
12886,Gold IV,돌 그룹,13366,4318,2773,28.979%,https://www.acmicpc.net/problem/12886
4991,Gold I,로봇 청소기,12015,4145,2738,31.911%,https://www.acmicpc.net/problem/4991
1938,Gold II,통나무 옮기기,10412,3672,2603,34.187%,https://www.acmicpc.net/problem/1938
17071,Platinum V,숨바꼭질 5,15707,3732,2587,24.094%,https://www.acmicpc.net/problem/17071
16947,Gold III,서울 지하철 2호선,8574,3904,2566,43.625%,https://www.acmicpc.net/problem/16947
11967,Gold II,불켜기,11606,3458,2373,27.722%,https://www.acmicpc.net/problem/11967
11123,Silver II,양 한마리... 양 두마리...,4309,2669,2185,63.870%,https://www.acmicpc.net/problem/11123
16985,Gold II,Maaaaaaaaaze,6304,3692,2179,55.757%,https://www.acmicpc.net/problem/16985
5214,Gold II,환승,11181,3077,2142,27.217%,https://www.acmicpc.net/problem/5214
14395,Gold IV,4연산,9394,3002,2137,29.500%,https://www.acmicpc.net/problem/14395
15971,Gold IV,두 로봇,8040,2919,2134,36.972%,https://www.acmicpc.net/problem/15971
12761,Silver I,돌다리,4601,2419,2025,52.584%,https://www.acmicpc.net/problem/12761
2151,Gold III,거울 설치,10800,2857,1917,26.046%,https://www.acmicpc.net/problem/2151
1245,Gold V,농장 관리,5416,2361,1894,44.586%,https://www.acmicpc.net/problem/1245
16940,Gold III,BFS 스페셜 저지,10895,2973,1849,24.876%,https://www.acmicpc.net/problem/16940
18809,Gold I,Gaaaaaaaaaarden,6240,2832,1803,42.057%,https://www.acmicpc.net/problem/18809
1981,Platinum V,배열에서 이동,10205,2702,1800,24.763%,https://www.acmicpc.net/problem/1981
9376,Platinum IV,탈옥,11776,2509,1738,27.487%,https://www.acmicpc.net/problem/9376
14497,Gold IV,주난의 난(難),4933,2602,1697,52.735%,https://www.acmicpc.net/problem/14497
14867,Gold II,물통,5519,2330,1688,42.179%,https://www.acmicpc.net/problem/14867
2842,Platinum IV,집배원 한상덕,10390,2911,1679,24.525%,https://www.acmicpc.net/problem/2842
15653,Gold I,구슬 탈출 4,4614,2119,1669,48.844%,https://www.acmicpc.net/problem/15653
14496,Silver II,"그대, 그머가 되어",4472,2009,1635,45.091%,https://www.acmicpc.net/problem/14496
25418,Silver III,정수 a를 k로 만들기,3241,2005,1628,63.027%,https://www.acmicpc.net/problem/25418
14923,Gold IV,미로 탈출,5585,2180,1604,38.173%,https://www.acmicpc.net/problem/14923
14248,Silver II,점프 점프,3207,1890,1536,58.964%,https://www.acmicpc.net/problem/14248
16174,Silver I,점프왕 쩰리 (Large),4023,1827,1520,45.991%,https://www.acmicpc.net/problem/16174
16973,Gold IV,직사각형 탈출,7576,2252,1518,26.801%,https://www.acmicpc.net/problem/16973
15558,Gold V,점프 게임,6094,1970,1475,30.551%,https://www.acmicpc.net/problem/15558
1113,Gold I,수영장 만들기,5550,2229,1467,37.712%,https://www.acmicpc.net/problem/1113
1326,Silver II,폴짝폴짝,7265,1875,1452,25.654%,https://www.acmicpc.net/problem/1326
16397,Gold IV,탈출,5163,1753,1408,32.721%,https://www.acmicpc.net/problem/16397
16988,Gold III,Baaaaaaaaaduk2 (Easy),4282,2082,1384,49.305%,https://www.acmicpc.net/problem/16988
14868,Platinum IV,문명,8046,2096,1336,24.150%,https://www.acmicpc.net/problem/14868
16932,Gold III,모양 만들기,4905,1829,1335,34.657%,https://www.acmicpc.net/problem/16932
14466,Gold III,소가 길을 건너간 이유 6,4304,1747,1310,39.093%,https://www.acmicpc.net/problem/14466
19940,Gold V,피자 오븐,6655,1713,1256,26.706%,https://www.acmicpc.net/problem/19940
1327,Gold IV,소트 게임,3729,1756,1229,44.675%,https://www.acmicpc.net/problem/1327
15644,Gold I,구슬 탈출 3,2542,1450,1225,59.236%,https://www.acmicpc.net/problem/15644
15723,Silver I,n단 논법,2424,1405,1189,58.920%,https://www.acmicpc.net/problem/15723
17616,Gold III,등수 찾기,3697,1572,1171,45.724%,https://www.acmicpc.net/problem/17616
10711,Gold II,모래성,5228,1715,1168,30.834%,https://www.acmicpc.net/problem/10711
1944,Gold I,복제 로봇,6108,1795,1143,26.869%,https://www.acmicpc.net/problem/1944
8111,Platinum V,0과 1,2664,1499,1092,57.443%,https://www.acmicpc.net/problem/8111
22352,Gold V,항체 인식,3578,1251,1075,36.740%,https://www.acmicpc.net/problem/22352
17244,Gold II,아맞다우산,3267,1429,1048,41.571%,https://www.acmicpc.net/problem/17244
17129,Silver I,윌리암슨수액빨이딱따구리가 정보섬에 올라온 이유,3413,1298,1030,38.912%,https://www.acmicpc.net/problem/17129
2479,Gold IV,경로 찾기,3518,1376,1009,38.689%,https://www.acmicpc.net/problem/2479
18500,Gold I,미네랄 2,3361,1158,928,35.583%,https://www.acmicpc.net/problem/18500
2585,Gold II,경비행기,3814,1356,911,32.805%,https://www.acmicpc.net/problem/2585
19538,Gold IV,루머,2999,1255,900,40.891%,https://www.acmicpc.net/problem/19538
18404,Silver I,현명한 나이트,2199,1090,870,47.257%,https://www.acmicpc.net/problem/18404
24446,Silver II,알고리즘 수업 - 너비 우선 탐색 3,1802,1003,856,54.557%,https://www.acmicpc.net/problem/24446
1175,Gold I,배달,3540,1098,845,31.636%,https://www.acmicpc.net/problem/1175
21938,Silver II,영상처리,2638,1055,835,38.675%,https://www.acmicpc.net/problem/21938
18513,Gold IV,샘터,4993,1168,828,23.206%,https://www.acmicpc.net/problem/18513
2412,Gold IV,암벽 등반,3773,1190,824,31.692%,https://www.acmicpc.net/problem/2412
5547,Gold IV,일루미네이션,1818,1050,792,61.158%,https://www.acmicpc.net/problem/5547
16930,Platinum III,달리기,8306,1201,783,13.177%,https://www.acmicpc.net/problem/16930
16509,Gold V,장군,1673,916,780,55.516%,https://www.acmicpc.net/problem/16509
14562,Silver I,태권왕,1815,936,762,50.800%,https://www.acmicpc.net/problem/14562
13265,Gold V,색칠하기,2519,964,729,40.187%,https://www.acmicpc.net/problem/13265
2194,Gold IV,유닛 이동시키기,3539,925,718,27.970%,https://www.acmicpc.net/problem/2194
2536,Gold I,버스 갈아타기,3921,1195,715,28.127%,https://www.acmicpc.net/problem/2536
18232,Silver II,텔레포트 정거장,2440,930,712,35.511%,https://www.acmicpc.net/problem/18232
24447,Silver II,알고리즘 수업 - 너비 우선 탐색 4,2029,825,710,39.776%,https://www.acmicpc.net/problem/24447
21937,Silver I,작업,1662,846,704,51.200%,https://www.acmicpc.net/problem/21937
10472,Gold V,십자뒤집기,2136,954,701,44.144%,https://www.acmicpc.net/problem/10472
17391,Silver I,무한부스터,1666,837,688,49.425%,https://www.acmicpc.net/problem/17391
1953,Gold IV,팀배분,2047,846,679,44.525%,https://www.acmicpc.net/problem/1953
1035,Gold I,조각 움직이기,2109,916,673,46.769%,https://www.acmicpc.net/problem/1035
18126,Silver II,너구리 구구,2260,845,667,36.548%,https://www.acmicpc.net/problem/18126
5213,Gold II,과외맨,4940,992,661,21.419%,https://www.acmicpc.net/problem/5213
27211,Gold V,도넛 행성,1237,819,623,66.489%,https://www.acmicpc.net/problem/27211
18243,Silver I,Small World Network,1673,716,620,42.966%,https://www.acmicpc.net/problem/18243
12906,Gold III,새로운 하노이 탑,1568,834,611,54.505%,https://www.acmicpc.net/problem/12906
25195,Gold IV,Yes or yes,1465,808,607,55.945%,https://www.acmicpc.net/problem/25195
16137,Gold II,견우와 직녀,4516,924,579,19.707%,https://www.acmicpc.net/problem/16137
17114,Gold I,하이퍼 토마토,3624,1018,536,23.457%,https://www.acmicpc.net/problem/17114
2310,Gold IV,어드벤처 게임,2659,823,530,30.372%,https://www.acmicpc.net/problem/2310
20304,Platinum V,비밀번호 제작,2721,718,528,33.631%,https://www.acmicpc.net/problem/20304
2481,Gold II,해밍 경로,2662,726,491,26.889%,https://www.acmicpc.net/problem/2481
13903,Silver I,출근,2475,607,487,24.460%,https://www.acmicpc.net/problem/13903
17394,Gold V,핑거 스냅,1494,650,477,39.356%,https://www.acmicpc.net/problem/17394
5022,Gold I,연결,2965,652,466,21.019%,https://www.acmicpc.net/problem/5022
16959,Platinum V,체스판 여행 1,1559,710,464,42.336%,https://www.acmicpc.net/problem/16959
13700,Silver I,완전 범죄,1645,549,460,40.105%,https://www.acmicpc.net/problem/13700
25416,Silver II,빠른 숫자 탐색,787,481,445,65.249%,https://www.acmicpc.net/problem/25416
2021,Gold II,최소 환승 경로,2812,696,436,25.799%,https://www.acmicpc.net/problem/2021
15972,Platinum III,물탱크,2217,676,435,36.190%,https://www.acmicpc.net/problem/15972
17267,Platinum V,상남자,1642,526,416,33.739%,https://www.acmicpc.net/problem/17267
22944,Gold III,죽음의 비,3292,680,413,17.411%,https://www.acmicpc.net/problem/22944
2917,Gold II,늑대 사냥꾼,1961,636,411,29.484%,https://www.acmicpc.net/problem/2917
22868,Gold III,산책 (small),1977,580,407,28.050%,https://www.acmicpc.net/problem/22868
2001,Gold I,보석 줍기,2201,607,406,25.359%,https://www.acmicpc.net/problem/2001
12946,Gold III,육각 보드,2007,546,401,26.949%,https://www.acmicpc.net/problem/12946
24513,Gold III,좀비 바이러스,1589,539,400,33.784%,https://www.acmicpc.net/problem/24513
1679,Silver I,숫자놀이,1137,519,397,46.982%,https://www.acmicpc.net/problem/1679
23352,Gold V,방탈출,961,469,396,51.163%,https://www.acmicpc.net/problem/23352
11952,Gold II,좀비,1637,508,379,31.452%,https://www.acmicpc.net/problem/11952
16568,Silver I,엔비스카의 영혼,1422,484,377,34.651%,https://www.acmicpc.net/problem/16568
2593,Platinum V,엘리베이터,2573,562,377,23.592%,https://www.acmicpc.net/problem/2593
25516,Silver II,거리가 k이하인 트리 노드에서 사과 수확하기,875,452,368,51.685%,https://www.acmicpc.net/problem/25516
27971,Silver I,강아지는 많을수록 좋다,941,440,366,47.532%,https://www.acmicpc.net/problem/27971
16441,Gold III,아기돼지와 늑대,1330,493,364,33.955%,https://www.acmicpc.net/problem/16441
16469,Gold IV,소년 점프,908,440,363,50.840%,https://www.acmicpc.net/problem/16469
27737,Silver I,버섯 농장,1095,395,349,37.935%,https://www.acmicpc.net/problem/27737
18235,Gold III,지금 만나러 갑니다,1676,480,348,28.952%,https://www.acmicpc.net/problem/18235
14677,Gold V,병약한 윤호,1441,449,347,32.798%,https://www.acmicpc.net/problem/14677
32069,Gold V,가로등,1857,450,344,26.554%,https://www.acmicpc.net/problem/32069
23747,Gold V,와드,1230,460,342,35.041%,https://www.acmicpc.net/problem/23747
28069,Gold V,김밥천국의 계단,1298,425,341,33.897%,https://www.acmicpc.net/problem/28069
21738,Gold V,얼음깨기 펭귄,1002,447,335,44.846%,https://www.acmicpc.net/problem/21738
15573,Gold III,채굴,1571,473,334,28.091%,https://www.acmicpc.net/problem/15573
19952,Gold IV,인성 문제 있어??,2074,427,332,21.106%,https://www.acmicpc.net/problem/19952
6146,Silver I,신아를 만나러,553,368,331,69.979%,https://www.acmicpc.net/problem/6146
8112,Platinum IV,0과 1 - 2,1345,439,327,32.122%,https://www.acmicpc.net/problem/8112
20005,Gold III,보스몬스터 전리품,1113,454,316,36.787%,https://www.acmicpc.net/problem/20005
31575,Silver III,도시와 비트코인,1050,361,305,34.778%,https://www.acmicpc.net/problem/31575
17220,Gold IV,마약수사대,1240,399,303,31.595%,https://www.acmicpc.net/problem/17220
27440,Gold IV,1로 만들기 3,1430,362,298,33.001%,https://www.acmicpc.net/problem/27440
24463,Gold IV,미로,1080,382,296,35.792%,https://www.acmicpc.net/problem/24463
18112,Gold V,이진수 게임,1385,395,290,28.320%,https://www.acmicpc.net/problem/18112
30024,Gold IV,옥수수밭,830,343,285,42.665%,https://www.acmicpc.net/problem/30024
30106,Silver I,현이의 로봇 청소기,541,339,284,66.667%,https://www.acmicpc.net/problem/30106
23034,Platinum V,조별과제 멈춰!,1221,370,280,30.270%,https://www.acmicpc.net/problem/23034
17834,Gold I,사자와 토끼,657,344,276,55.090%,https://www.acmicpc.net/problem/17834
14217,Gold V,그래프 탐색,714,408,273,53.529%,https://www.acmicpc.net/problem/14217
14948,Gold II,군대탈출하기,1633,394,269,23.090%,https://www.acmicpc.net/problem/14948
28471,Gold V,W키가 빠진 성원이,611,313,263,56.438%,https://www.acmicpc.net/problem/28471
1528,Gold III,금민수의 합,1468,350,261,26.578%,https://www.acmicpc.net/problem/1528
16166,Gold IV,서울의 지하철,964,322,256,36.158%,https://www.acmicpc.net/problem/16166
16569,Gold IV,화산쇄설류,1427,367,253,23.778%,https://www.acmicpc.net/problem/16569
9204,Silver I,체스,678,316,244,48.509%,https://www.acmicpc.net/problem/9204
23085,Gold IV,판치기,681,286,237,41.289%,https://www.acmicpc.net/problem/23085
15730,Platinum V,수영장 사장님,1148,338,232,29.897%,https://www.acmicpc.net/problem/15730
25498,Gold II,핸들 뭘로 하지,2041,330,230,17.706%,https://www.acmicpc.net/problem/25498
12887,Gold V,경로 게임,602,276,229,46.356%,https://www.acmicpc.net/problem/12887
2645,Platinum V,회로배치,568,266,226,48.291%,https://www.acmicpc.net/problem/2645
14218,Silver I,그래프 탐색 2,763,311,225,41.899%,https://www.acmicpc.net/problem/14218
2424,Platinum III,부산의 해적,1429,364,224,26.509%,https://www.acmicpc.net/problem/2424
14671,Gold V,영정이의 청소,674,256,220,43.651%,https://www.acmicpc.net/problem/14671
2132,Gold III,나무 위의 벌레,1942,311,219,17.995%,https://www.acmicpc.net/problem/2132
23741,Gold IV,야바위 게임,813,264,217,35.227%,https://www.acmicpc.net/problem/23741
18188,Gold IV,다오의 데이트,648,275,217,46.072%,https://www.acmicpc.net/problem/18188
4994,Gold IV,배수 찾기,731,330,213,49.766%,https://www.acmicpc.net/problem/4994
5465,Platinum V,곰돌이,1578,338,211,19.287%,https://www.acmicpc.net/problem/5465
1400,Gold II,화물차,1343,310,211,22.885%,https://www.acmicpc.net/problem/1400
1109,Platinum IV,섬,1219,287,211,24.563%,https://www.acmicpc.net/problem/1109
31946,Silver I,죽음의 등굣길,634,249,207,40.194%,https://www.acmicpc.net/problem/31946
11567,Gold III,선진이의 겨울 왕국,955,269,207,31.700%,https://www.acmicpc.net/problem/11567
1897,Gold V,토달기,987,278,205,28.671%,https://www.acmicpc.net/problem/1897
1430,Gold IV,공격,674,249,200,43.103%,https://www.acmicpc.net/problem/1430
24955,Gold IV,숫자 이어 붙이기,767,249,197,32.033%,https://www.acmicpc.net/problem/24955
25307,Gold III,시루의 백화점 구경,1773,236,192,18.954%,https://www.acmicpc.net/problem/25307
4217,Gold I,신성 문자,916,268,190,24.328%,https://www.acmicpc.net/problem/4217
25395,Gold III,커넥티드 카 실험,625,229,187,42.792%,https://www.acmicpc.net/problem/25395
30702,Silver I,국기 색칠하기,451,209,185,51.532%,https://www.acmicpc.net/problem/30702
10917,Silver II,Your life,490,204,182,44.608%,https://www.acmicpc.net/problem/10917
27924,Gold III,윤이는 엄청난 것을 훔쳐갔습니다,392,214,177,56.550%,https://www.acmicpc.net/problem/27924
30206,Gold IV,차량 배치,509,211,173,41.687%,https://www.acmicpc.net/problem/30206
26598,Gold V,색종이와 공예,472,208,172,42.157%,https://www.acmicpc.net/problem/26598
26009,Gold II,험난한 등굣길,969,245,172,23.594%,https://www.acmicpc.net/problem/26009
15806,Platinum V,영우의 기숙사 청소,1913,247,170,17.068%,https://www.acmicpc.net/problem/15806
29703,Gold IV,펭귄의 하루,622,202,169,37.892%,https://www.acmicpc.net/problem/29703
18224,Gold I,미로에 갇힌 건우,1602,268,166,16.259%,https://www.acmicpc.net/problem/18224
14451,Platinum V,안대 낀 스피드러너,466,210,166,43.799%,https://www.acmicpc.net/problem/14451
31849,Gold V,편세권,824,218,165,29.049%,https://www.acmicpc.net/problem/31849
16952,Platinum IV,체스판 여행 2,666,260,165,41.250%,https://www.acmicpc.net/problem/16952
11451,Gold III,팩맨,754,264,165,35.181%,https://www.acmicpc.net/problem/11451
16965,Gold V,구간과 쿼리,644,206,163,34.100%,https://www.acmicpc.net/problem/16965
28291,Gold V,레드스톤,713,202,161,28.750%,https://www.acmicpc.net/problem/28291
1385,Platinum V,벌집,863,251,161,26.221%,https://www.acmicpc.net/problem/1385
30508,Gold V,고인물이싫어,585,188,158,35.828%,https://www.acmicpc.net/problem/30508
3865,Gold IV,학회원,598,204,152,34.703%,https://www.acmicpc.net/problem/3865
25513,Gold V,빠른 오름차순 숫자 탐색,250,166,150,67.265%,https://www.acmicpc.net/problem/25513
20209,Gold III,스트레이트 스위치 게임,605,241,147,32.886%,https://www.acmicpc.net/problem/20209
28283,Gold IV,해킹,600,182,146,29.084%,https://www.acmicpc.net/problem/28283
20419,Gold III,화살표 미로 (Easy),554,228,141,42.598%,https://www.acmicpc.net/problem/20419
31564,Silver I,육각타일미로 탈출기,227,151,137,69.543%,https://www.acmicpc.net/problem/31564
28071,Gold III,승형이의 사탕 사기,354,180,133,50.000%,https://www.acmicpc.net/problem/28071
11084,Gold II,나이트의 염탐,462,170,133,35.372%,https://www.acmicpc.net/problem/11084
26076,Platinum V,곰곰이의 식단 관리 2,588,184,130,30.374%,https://www.acmicpc.net/problem/26076
1795,Gold III,마알,600,153,125,27.293%,https://www.acmicpc.net/problem/1795
23749,Gold IV,카드컨트롤,357,143,121,44.322%,https://www.acmicpc.net/problem/23749
27978,Gold III,보물 찾기 2,433,168,120,37.383%,https://www.acmicpc.net/problem/27978
25208,Gold II,새벽의 탐정 게임,539,151,120,30.848%,https://www.acmicpc.net/problem/25208
23817,Gold I,포항항,561,150,117,30.000%,https://www.acmicpc.net/problem/23817
31791,Gold III,바이러스 공격,680,151,115,26.376%,https://www.acmicpc.net/problem/31791
31671,Gold V,특별한 오름 등반,509,138,113,32.102%,https://www.acmicpc.net/problem/31671
32031,Gold II,석고 모형 만들기,182,134,111,78.169%,https://www.acmicpc.net/problem/32031
25189,Gold I,시니컬한 개구리,885,148,107,19.490%,https://www.acmicpc.net/problem/25189
14714,Gold IV,홍삼 게임 (Easy),606,139,107,24.429%,https://www.acmicpc.net/problem/14714
1473,Platinum V,미로 탈출,1054,176,107,22.338%,https://www.acmicpc.net/problem/1473
30536,Gold IV,시루의 산책,502,165,103,33.442%,https://www.acmicpc.net/problem/30536
25417,Gold IV,고속의 숫자 탐색,371,121,101,35.816%,https://www.acmicpc.net/problem/25417
27115,Gold I,통신소,666,143,99,21.290%,https://www.acmicpc.net/problem/27115
18170,Gold III,두 동전 언리미티드,185,111,99,64.286%,https://www.acmicpc.net/problem/18170
1686,Gold IV,복날,394,162,99,39.442%,https://www.acmicpc.net/problem/1686
